Region,location_id,age_group_id,sex_id,year_id,cause_name,level,severity,metric_id,mean,lower,upper
EMR,44567,22,2,2021,Malaria,3,moderate and severe,3,2.54666978515995E-05,2.30384273492327E-05,2.84447924503572E-05
EMR,44567,22,2,2021,Atrial fibrillation and flutter,3,moderate and severe,3,0.0007630036811275,0.000594315647536188,0.00102581683639557
EMR,44567,22,2,2021,Sickle cell disorders,3,moderate and severe,3,0.000116593472321677,0.0000955812990332003,0.000145464343646334
EMR,44567,22,2,2021,Otitis media,3,moderate and severe,3,2.28753260822304E-05,1.66007045069407E-05,3.1578325318691E-05
EMR,44567,22,2,2021,Uterine fibroids,3,moderate and severe,3,8.24392530296128E-06,5.82333089678917E-06,1.12377177503355E-05
EMR,44567,22,2,2021,Rheumatic heart disease,3,moderate and severe,3,9.36335275728308E-05,7.38869487452952E-05,0.000115706416092068
EMR,44567,22,2,2021,Motor neuron disease,3,moderate and severe,3,8.5130970026516E-06,6.73831091420945E-06,1.03465697398847E-05
EMR,44567,22,2,2021,Acute lymphoid leukemia,3,moderate and severe,3,8.29854412320402E-06,4.98385210265075E-06,1.03978468224269E-05
EMR,44567,22,2,2021,Acute myeloid leukemia,3,moderate and severe,3,7.75671228572468E-06,5.20351515828838E-06,1.15747496732246E-05
EMR,44567,22,2,2021,Chronic lymphoid leukemia,3,moderate and severe,3,4.10575487473935E-06,1.10212303928958E-06,5.42187665570962E-06
EMR,44567,22,2,2021,Chronic myeloid leukemia,3,moderate and severe,3,2.17655937118543E-06,1.14667150188254E-06,2.72063970161818E-06
EMR,44567,22,2,2021,Down syndrome,3,moderate and severe,3,7.90280273894989E-05,6.36622562031567E-05,9.54748206243371E-05
EMR,44567,22,2,2021,Other chromosomal abnormalities,3,moderate and severe,3,0.000146673132292814,0.000126056467863763,0.000171495840016665
EMR,44567,22,2,2021,Neonatal sepsis and other neonatal infections,3,moderate and severe,3,0.000641170645599692,0.000423909595607399,0.000839413559371904
EMR,44567,22,2,2021,Autism spectrum disorders,3,moderate and severe,3,0.00144192714602621,0.0011166680066874,0.00185794410409984
EMR,44567,22,2,2021,Migraine,3,moderate and severe,3,0.0200759487782509,0.00568460240245313,0.0395280774302346
EMR,44567,22,2,2021,Tension-type headache,3,moderate and severe,3,0.00199275619949163,0.00118440230754082,0.00286831134813462
EMR,44567,22,2,2021,Chronic kidney disease due to hypertension,3,moderate and severe,3,0.000108922518789628,8.55602055586565E-05,0.000137117644848604
EMR,44567,22,2,2021,Chronic kidney disease due to glomerulonephritis,3,moderate and severe,3,0.000101585990147022,7.68494848785205E-05,0.00013326385282716
EMR,44567,22,2,2021,Chronic kidney disease due to other and unspecified causes,3,moderate and severe,3,0.000347838409716785,0.000279458642221975,0.000412206115930796
EMR,44567,22,2,2021,Other leukemia,3,moderate and severe,3,4.2617220239962E-06,2.35815814942571E-06,6.89519424441911E-06
EMR,44567,22,2,2021,Drug-susceptible tuberculosis,3,moderate and severe,3,0.00116770442765174,0.000999490853814428,0.00134609475164453
EMR,44567,22,2,2021,Multidrug-resistant tuberculosis without extensive drug resistance,3,moderate and severe,3,6.38837709847106E-05,3.00535707312303E-05,0.000134052570283572
EMR,44567,22,2,2021,Extensively drug-resistant tuberculosis,3,moderate and severe,3,1.36382851153975E-06,6.11657307305924E-07,2.96967665897273E-06
EMR,44567,22,2,2021,Myocarditis,3,moderate and severe,3,7.77965900151546E-06,6.12648648269302E-06,9.74323665452013E-06
EMR,44567,22,2,2021,Alcoholic cardiomyopathy,3,moderate and severe,3,6.64468120977863E-07,5.3035930335272E-07,8.59928475531323E-07
EMR,44567,22,2,2021,Other cardiomyopathy,3,moderate and severe,3,0.000116573046872196,9.35803333582903E-05,0.000142678942127276
EMR,44567,22,2,2021,Congenital musculoskeletal and limb anomalies,3,moderate and severe,3,0.0015957523365982,0.00123674092532451,0.00199539512012471
EMR,44567,22,2,2021,Digestive congenital anomalies,3,moderate and severe,3,5.2083103832499E-07,2.01104030514037E-07,1.03583278502395E-06
EMR,44567,22,2,2021,Urogenital congenital anomalies,3,moderate and severe,3,0.000139241803488601,9.14079210583275E-05,0.000198386134395784
EMR,44567,22,2,2021,Neural tube defects,3,moderate and severe,3,0.000148313362830837,0.000129842204862617,0.000168343111987745
EMR,44567,22,2,2021,Protein-energy malnutrition,3,moderate and severe,3,6.46209648855246E-06,4.01323841479884E-06,1.07125193616263E-05
EMR,44567,22,2,2021,Non-melanoma skin cancer (squamous-cell carcinoma),3,moderate and severe,3,4.60762821107576E-08,2.19402472702894E-08,7.15574164366525E-08
EMR,44567,22,2,2021,Syphilis,3,moderate and severe,3,4.74678664365223E-05,3.91426417906698E-05,5.72477790065588E-05
EMR,44567,22,2,2021,"Inguinal, femoral, and abdominal hernia",3,moderate and severe,3,0.00031698963854192,0.000232380498082613,0.000418051038516265
EMR,44567,22,2,2021,Pancreatitis,3,moderate and severe,3,4.05789422793396E-05,1.49438686397898E-05,7.90827388368583E-05
EMR,44567,22,2,2021,Acne vulgaris,3,moderate and severe,3,0.000531298149861295,0.000204599160567651,0.00116320043247584
EMR,44567,22,2,2021,Congenital heart anomalies,3,moderate and severe,3,0.000179370651208062,0.000141285667048218,0.000212357644275817
EMR,44567,22,2,2021,Peptic ulcer disease,3,moderate and severe,3,6.42163311391219E-05,5.16401417803611E-05,7.85982127303951E-05
EMR,44567,22,2,2021,Gastritis and duodenitis,3,moderate and severe,3,4.1509060236633E-05,3.27248544369373E-05,5.1213840154982E-05
EMR,44567,22,2,2021,HIV/AIDS resulting in other diseases,3,moderate and severe,3,0.000152062981083367,5.03735560743959E-05,0.000344897726442546
EMR,44567,22,2,2021,HIV/AIDS - Drug-susceptible Tuberculosis,3,moderate and severe,3,1.78303549974188E-05,1.5476606195035E-05,2.05411493499362E-05
EMR,44567,22,2,2021,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,3,moderate and severe,3,1.11561953332611E-06,5.21438113463728E-07,2.03458892716553E-06
EMR,44567,22,2,2021,HIV/AIDS - Extensively drug-resistant Tuberculosis,3,moderate and severe,3,1.6950684274522E-08,8.76520686072673E-09,3.16017762148435E-08
EMR,44567,22,2,2021,Subarachnoid hemorrhage,3,moderate and severe,3,0.000224360171981099,0.000206045135474255,0.00024311799205587
EMR,44567,22,2,2021,Chronic kidney disease due to diabetes mellitus type 1,3,moderate and severe,3,2.87892837447796E-05,1.73002180227821E-05,4.69435875018553E-05
EMR,44567,22,2,2021,Chronic kidney disease due to diabetes mellitus type 2,3,moderate and severe,3,0.000147753686371756,0.000120008237476785,0.000188640641199516
EMR,44567,22,2,2021,Non-rheumatic calcific aortic valve disease,3,moderate and severe,3,7.8053005570924E-06,4.66356654797701E-06,1.27140006235567E-05
EMR,44567,22,2,2021,Non-rheumatic degenerative mitral valve disease,3,moderate and severe,3,1.26423204581379E-05,8.006419092302E-06,2.17672406291935E-05
EMR,44567,22,2,2021,Other non-rheumatic valve diseases,3,moderate and severe,3,1.48690236305814E-06,1.17000366584433E-06,1.83830547717167E-06
EMR,44567,22,2,2021,Liver cancer due to NASH,3,moderate and severe,3,1.79887678647584E-06,1.33170155561294E-06,2.32580185153348E-06
EMR,44567,22,2,2021,Diabetes mellitus type 1,3,moderate and severe,3,2.60993571744385E-05,1.96047888723079E-05,3.32963462072653E-05
EMR,44567,22,2,2021,Diabetes mellitus type 2,3,moderate and severe,3,0.000961427242180505,0.000746435764112474,0.00116988228893608
EMR,44567,22,2,2021,Ulcerative colitis,3,moderate and severe,3,0.000145204319488195,0.000117485341706292,0.000186496526862728
EMR,44567,22,2,2021,Crohn's disease,3,moderate and severe,3,6.92579992733623E-05,5.61803806601019E-05,8.45594943055188E-05
EMR,44567,22,2,2021,Other malignant neoplasms,3,moderate and severe,3,1.20392708656722E-05,8.63871292430327E-06,1.42619959123313E-05
EMR,44567,22,2,2021,Meningitis,3,moderate and severe,3,0.000246832497104671,0.000217691312705758,0.000274727506218669
EMR,44567,22,2,2021,Osteoarthritis hand,3,moderate and severe,3,0.000709821656921053,2.23468371353527E-06,0.00260202652971307
EMR,44567,22,2,2021,Osteoarthritis other,3,moderate and severe,3,0.000384185607875832,1.24292557091947E-06,0.00140666931704339
EMR,44567,22,2,2021,Burkitt lymphoma,3,moderate and severe,3,3.00374883505291E-07,1.3609166860876E-07,4.19814922499988E-07
EMR,44567,22,2,2021,Other non-Hodgkin lymphoma,3,moderate and severe,3,2.40761630738925E-05,1.96690406902927E-05,2.97752211205753E-05
EMR,44567,22,2,2021,Hepatoblastoma,3,moderate and severe,3,5.41085672787525E-07,3.88498774859187E-07,7.44205456378543E-07
EMR,44567,22,2,2021,Retinoblastoma,3,moderate and severe,3,4.40439922310108E-07,2.40488704772952E-07,7.88724554707585E-07
EMR,44567,22,2,2021,Other eye cancers,3,moderate and severe,3,8.32591377810066E-07,5.09237043707865E-07,1.38201371465652E-06
EMR,44567,22,2,2021,Soft tissue and other extraosseous sarcomas,3,moderate and severe,3,7.39023503022054E-06,5.79834625305574E-06,1.15367182052797E-05
EMR,44567,22,2,2021,Malignant neoplasm of bone and articular cartilage,3,moderate and severe,3,1.49978334259233E-05,1.16017605390762E-05,1.93010519452971E-05
EMR,44567,22,2,2021,Neuroblastoma and other peripheral nervous cell tumors,3,moderate and severe,3,1.10640306431776E-06,4.71382065893012E-07,1.96084118230041E-06
EMR,44567,22,2,2021,Pulmonary Arterial Hypertension,3,moderate and severe,3,5.92191281974206E-06,4.67159475132225E-06,7.37334685153266E-06
EMR,44567,22,2,2021,Cirrhosis and other chronic liver diseases due to hepatitis B,3,moderate and severe,3,7.21535322268479E-05,6.14738980746848E-05,8.85223102413674E-05
EMR,44567,22,2,2021,Cirrhosis and other chronic liver diseases due to hepatitis C,3,moderate and severe,3,0.000110030067719226,9.3569973827233E-05,0.000132756670156069
EMR,44567,22,2,2021,Cirrhosis and other chronic liver diseases due to alcohol use,3,moderate and severe,3,5.74680252484347E-06,4.57513400808913E-06,7.33548920268098E-06
EMR,44567,22,2,2021,Cirrhosis and other chronic liver diseases due to other causes,3,moderate and severe,3,0.000238060501015066,0.000195289399605881,0.000282480380153063
EMR,44567,22,2,2021,Cirrhosis and other chronic liver diseases due to NAFLD,3,moderate and severe,3,1.70534932526437E-05,1.24652434460932E-05,2.2430946908731E-05
EMR,44567,22,2,2021,G6PD deficiency,3,moderate and severe,3,1.33783476166492E-06,1.00872368474033E-06,1.82952896945373E-06
EMR,44567,22,2,2021,Thyroid diseases,3,moderate and severe,3,1.70918890972946E-06,1.40911763475842E-06,2.11769380541766E-06
EMR,44567,22,2,2021,COVID-19,3,moderate and severe,3,0.00934989176404571,0.00331735465254745,0.0211388304555603
EMR,44567,22,2,2021,Upper respiratory infections,3,moderate and severe,1,1973.10989302295,1409.6245792128,2686.73472205305
EMR,44567,22,2,2021,Schistosomiasis,3,moderate and severe,1,371.971311458955,329.881323537294,427.623357719352
EMR,44567,22,2,2021,Onchocerciasis,3,moderate and severe,1,9994.44422929924,7302.20114803412,12283.5924222228
EMR,44567,22,2,2021,Trachoma,3,moderate and severe,1,83348.8687349894,60053.674481729,111610.057770486
EMR,44567,22,2,2021,Dengue,3,moderate and severe,1,58699.3839545857,1514.10975991,168419.237511716
EMR,44567,22,2,2021,Maternal obstructed labor and uterine rupture,3,moderate and severe,1,74236.9595869155,54849.5071929526,97277.9328916519
EMR,44567,22,2,2021,Iodine deficiency,3,moderate and severe,1,151612.459892709,82473.0443685501,215359.627632177
EMR,44567,22,2,2021,Vitamin A deficiency,3,moderate and severe,1,89744.4903779893,63720.5136894551,117480.127965633
EMR,44567,22,2,2021,Chlamydial infection,3,moderate and severe,1,2277.21518014882,1503.8882961002,3138.17771674851
EMR,44567,22,2,2021,Gonococcal infection,3,moderate and severe,1,475.92337492666,324.760990104169,658.573465898664
EMR,44567,22,2,2021,Other sexually transmitted infections,3,moderate and severe,1,6682.76342181278,4814.9504823941,9224.93670128099
EMR,44567,22,2,2021,Other unspecified infectious diseases,3,moderate and severe,1,421.507698432869,298.172825954128,626.910663218727
EMR,44567,22,2,2021,Esophageal cancer,3,moderate and severe,1,4528.37133659109,3690.05510274516,5352.73097376541
EMR,44567,22,2,2021,Stomach cancer,3,moderate and severe,1,8137.09365379903,5886.92464769403,9453.28094460265
EMR,44567,22,2,2021,injuries,3,moderate and severe,1,1690925.23859627,1445917.19121588,2082118.91496809
EMR,44567,22,2,2021,Liver cancer due to hepatitis B,3,moderate and severe,1,870.437295608893,626.02647081359,1170.35573901857
EMR,44567,22,2,2021,Liver cancer due to hepatitis C,3,moderate and severe,1,2085.56176268156,1698.09101259736,2606.0590034668
EMR,44567,22,2,2021,Liver cancer due to alcohol use,3,moderate and severe,1,266.772806602436,196.855491434081,378.029332330026
EMR,44567,22,2,2021,Liver cancer due to other causes,3,moderate and severe,1,374.286260432532,262.455191876607,533.180445630844
EMR,44567,22,2,2021,Larynx cancer,3,moderate and severe,1,2032.87750459885,1349.1206127518,2633.02704962424
EMR,44567,22,2,2021,"Tracheal, bronchus, and lung cancer",3,moderate and severe,1,6134.88507387362,4821.11027815995,7273.62967695039
EMR,44567,22,2,2021,Breast cancer,3,moderate and severe,1,72691.5763743024,61297.0375719044,83398.909039201
EMR,44567,22,2,2021,Cervical cancer,3,moderate and severe,1,11132.6705365901,8762.99959559391,13146.1671622581
EMR,44567,22,2,2021,Uterine cancer,3,moderate and severe,1,9352.71668095608,7403.61207008322,11319.1228284848
EMR,44567,22,2,2021,Colon and rectum cancer,3,moderate and severe,1,15648.3955691138,13199.4135225684,17972.1711217737
EMR,44567,22,2,2021,Lip and oral cavity cancer,3,moderate and severe,1,9350.93357690953,6834.55276862045,12267.0584249218
EMR,44567,22,2,2021,Nasopharynx cancer,3,moderate and severe,1,970.953303243793,800.276655208408,1169.97637670448
EMR,44567,22,2,2021,Other pharynx cancer,3,moderate and severe,1,1000.40573177787,691.956653157365,1230.75581425219
EMR,44567,22,2,2021,Gallbladder and biliary tract cancer,3,moderate and severe,1,2571.77762717668,1586.60288324968,3840.7235082533
EMR,44567,22,2,2021,Pancreatic cancer,3,moderate and severe,1,2657.94912912148,2160.52692402561,3121.76620754183
EMR,44567,22,2,2021,Malignant skin melanoma,3,moderate and severe,1,1307.93828343793,659.075034292352,1678.43409971911
EMR,44567,22,2,2021,Ovarian cancer,3,moderate and severe,1,15636.2329876777,11968.3173486972,20072.5435910551
EMR,44567,22,2,2021,Kidney cancer,3,moderate and severe,1,2595.19487492951,2097.37275998433,3007.14468229627
EMR,44567,22,2,2021,Bladder cancer,3,moderate and severe,1,5641.38960736161,4614.93471979417,6649.10131920343
EMR,44567,22,2,2021,Brain and central nervous system cancer,3,moderate and severe,1,6182.06633836762,4667.13600156085,7165.18700674935
EMR,44567,22,2,2021,Thyroid cancer,3,moderate and severe,1,5339.17457728481,4019.57700413293,6462.53590593744
EMR,44567,22,2,2021,Mesothelioma,3,moderate and severe,1,68.8706901696982,49.6708961417088,83.8035319274053
EMR,44567,22,2,2021,Hodgkin lymphoma,3,moderate and severe,1,1328.16719159928,792.655745713789,1646.29952120706
EMR,44567,22,2,2021,Multiple myeloma,3,moderate and severe,1,2252.71340749774,1496.18989014397,2881.02640304096
EMR,44567,22,2,2021,Ischemic heart disease,3,moderate and severe,1,145295.80733851,113104.578564551,176799.378192283
EMR,44567,22,2,2021,Ischemic stroke,3,moderate and severe,1,693636.162830027,653050.467212745,733966.984751767
EMR,44567,22,2,2021,Intracerebral hemorrhage,3,moderate and severe,1,155603.001401745,143685.488289937,168425.134101091
EMR,44567,22,2,2021,Hypertensive heart disease,3,moderate and severe,1,122370.148586241,94342.1921815914,153589.431607331
EMR,44567,22,2,2021,Endocarditis,3,moderate and severe,1,1727.18944753437,1352.10558517126,2133.18856274449
EMR,44567,22,2,2021,Other cardiovascular and circulatory diseases,3,moderate and severe,1,531746.366890787,394628.559234943,691051.453384599
EMR,44567,22,2,2021,Chronic obstructive pulmonary disease,3,moderate and severe,1,1401942.61368445,1183032.116164,1662085.66055525
EMR,44567,22,2,2021,Silicosis,3,moderate and severe,1,179.702083739024,126.571510201312,231.774272411249
EMR,44567,22,2,2021,Asbestosis,3,moderate and severe,1,74.9403082161218,52.941945477666,97.9177293116826
EMR,44567,22,2,2021,Coal workers pneumoconiosis,3,moderate and severe,1,49.7318717707633,35.3499381980393,63.139462611859
EMR,44567,22,2,2021,Other pneumoconiosis,3,moderate and severe,1,373.383316450467,260.813407607033,486.680754018604
EMR,44567,22,2,2021,Interstitial lung disease and pulmonary sarcoidosis,3,moderate and severe,1,30465.4122697953,23998.2184764305,37661.0173124964
EMR,44567,22,2,2021,Vascular intestinal disorders,3,moderate and severe,1,2251.4022279142,1934.65438830035,2701.36732399562
EMR,44567,22,2,2021,Alzheimer's disease and other dementias,3,moderate and severe,1,643203.845394356,551810.334472769,757001.061404935
EMR,44567,22,2,2021,Parkinson's disease,3,moderate and severe,1,72699.4030162674,62263.4945870297,86010.2072233685
EMR,44567,22,2,2021,Idiopathic epilepsy,3,moderate and severe,1,925912.25306274,610019.157062445,1318351.73572935
EMR,44567,22,2,2021,Multiple sclerosis,3,moderate and severe,1,112241.701129483,94405.5437711559,132481.614982986
EMR,44567,22,2,2021,Other neurological disorders,3,moderate and severe,1,2271.2255890937,1569.32421128358,3028.61069218229
EMR,44567,22,2,2021,Schizophrenia,3,moderate and severe,1,848711.838413085,706150.932462859,1029972.95694175
EMR,44567,22,2,2021,Alcohol use disorders,3,moderate and severe,1,105547.582635861,75959.5681311065,138214.328034018
EMR,44567,22,2,2021,Major depressive disorder,3,moderate and severe,1,5480254.30031691,3915373.14796034,7417960.08955818
EMR,44567,22,2,2021,Bipolar disorder,3,moderate and severe,1,1171003.26598813,802706.177057359,1629459.28719405
EMR,44567,22,2,2021,Anxiety disorders,3,moderate and severe,1,4485732.74677053,3072657.93493747,6857873.24327982
EMR,44567,22,2,2021,Anorexia nervosa,3,moderate and severe,1,210191.083768211,142710.684095403,293818.479633287
EMR,44567,22,2,2021,Bulimia nervosa,3,moderate and severe,1,802926.375220455,561777.30886171,1083481.36755839
EMR,44567,22,2,2021,Idiopathic developmental intellectual disability,3,moderate and severe,1,146530.683931034,42026.0066370759,310172.133366749
EMR,44567,22,2,2021,Thalassemias,3,moderate and severe,1,2239.67599582461,1689.25972386449,3005.40349221236
EMR,44567,22,2,2021,Other hemoglobinopathies and hemolytic anemias,3,moderate and severe,1,1767.03830010613,1310.41852507662,2438.10083866667
EMR,44567,22,2,2021,Rheumatoid arthritis,3,moderate and severe,1,123000.321322424,82518.1367345015,167833.201511443
EMR,44567,22,2,2021,Osteoarthritis hip,3,moderate and severe,1,67410.7637903121,201.751751265333,244115.132647694
EMR,44567,22,2,2021,Osteoarthritis knee,3,moderate and severe,1,889321.73133951,2616.67563018734,3276652.27258299
EMR,44567,22,2,2021,Low back pain,3,moderate and severe,1,9601766.59170203,8415080.24451074,11073031.0131123
EMR,44567,22,2,2021,Neck pain,3,moderate and severe,1,2924869.31302982,2144637.36287153,3907636.23128083
EMR,44567,22,2,2021,Gout,3,moderate and severe,1,62611.3926127411,47626.9262667338,78125.5920962112
EMR,44567,22,2,2021,Other musculoskeletal disorders,3,moderate and severe,1,4259481.25188451,3390039.70496376,5260496.14143862
EMR,44567,22,2,2021,Other congenital birth defects,3,moderate and severe,1,183590.39668923,70478.599241358,363925.305590443
EMR,44567,22,2,2021,Atopic dermatitis,3,moderate and severe,1,370977.992620114,72370.9455900316,700266.421519408
EMR,44567,22,2,2021,Psoriasis,3,moderate and severe,1,308184.258342552,256971.388570488,373194.182943683
EMR,44567,22,2,2021,Urticaria,3,moderate and severe,1,1075977.36234928,828449.210613857,1345513.06948305
EMR,44567,22,2,2021,Glaucoma,3,moderate and severe,1,197294.85054334,162167.417740942,235673.613082043
EMR,44567,22,2,2021,Cataract,3,moderate and severe,1,1719682.20275475,1556560.18451218,1940350.33745762
EMR,44567,22,2,2021,Age-related macular degeneration,3,moderate and severe,1,161097.51738557,132139.722527366,204241.201278433
EMR,44567,22,2,2021,Refraction disorders,3,moderate and severe,1,729238.223188504,651617.800721815,803641.900751921
EMR,44567,22,2,2021,Age-related and other hearing loss,3,moderate and severe,1,1365295.40548471,1107126.03255853,1641303.88650114
EMR,44567,22,2,2021,Other vision loss,3,moderate and severe,1,682907.365499867,595156.355688446,780506.549358715
EMR,44567,22,2,2021,Contact dermatitis,3,moderate and severe,1,260554.474502801,156512.646632988,365662.874714724
EMR,44567,22,2,2021,Diarrheal diseases,3,moderate and severe,1,671.761487728532,457.453618167387,940.000061429214
EMR,44567,22,2,2021,Lower respiratory infections,3,moderate and severe,1,707.600971965799,412.280662139573,1128.93476167479
EMR,44567,22,2,2021,Other mental disorders,3,moderate and severe,1,302584.496915811,185675.274635522,465462.44004379
EMR,44567,22,2,2021,Cysticercosis,3,moderate and severe,1,2926.646010282,1762.44084590341,4288.0599561365
EMR,44567,22,2,2021,Opioid use disorders,3,moderate and severe,1,611250.573182176,493976.241356425,722710.539758114
EMR,44567,22,2,2021,Hemolytic disease and other neonatal jaundice,3,moderate and severe,1,135109.98102841,122463.680964356,151141.105133877
EMR,44567,22,2,2021,Neonatal preterm birth,3,moderate and severe,1,1567519.59282985,1416506.18804631,1726119.2730541
EMR,44567,22,2,2021,Neonatal encephalopathy due to birth asphyxia and trauma,3,moderate and severe,1,275079.6547507,232167.454062101,314640.520776305
EMR,44567,22,2,2021,Tetanus,3,moderate and severe,1,289.20203166134,265.871028823835,313.832641339726
EMR,44567,22,2,2021,Cystic echinococcosis,3,moderate and severe,1,1291.11716911471,872.668690566791,1842.72803384736
EMR,44567,22,2,2021,Encephalitis,3,moderate and severe,1,46256.6674485109,39334.9618517203,53684.5027837106
EMR,44567,22,2,2021,Cocaine use disorders,3,moderate and severe,1,7939.46644898128,4914.3004924715,11889.8377037995
EMR,44567,22,2,2021,Amphetamine use disorders,3,moderate and severe,1,18557.9831278975,10110.7394808344,26939.8060042945
EMR,44567,22,2,2021,Cannabis use disorders,3,moderate and severe,1,27240.8217479674,16174.0553283465,43014.6590275596
EMR,44567,22,2,2021,Conduct disorder,3,moderate and severe,1,821050.612553647,518243.480046526,1187849.51076374
EMR,44567,22,2,2021,Other gynecological diseases,3,moderate and severe,1,4058198.21361557,2925246.36456751,5747755.04842663
EMR,44567,22,2,2021,Endometriosis,3,moderate and severe,1,340193.483628809,194424.256921062,537897.423868549
EMR,44567,22,2,2021,Malaria,3,moderate and severe,1,9479.54711002507,8575.66452747719,10588.0924036294
EMR,44567,22,2,2021,Atrial fibrillation and flutter,3,moderate and severe,1,284015.202226794,221223.937703824,381842.949703742
EMR,44567,22,2,2021,Sickle cell disorders,3,moderate and severe,1,43399.9460799872,35578.5203210282,54146.6391308245
EMR,44567,22,2,2021,Otitis media,3,moderate and severe,1,8514.95284222995,6179.33119363044,11754.4969614279
EMR,44567,22,2,2021,Uterine fibroids,3,moderate and severe,1,3068.6616198276,2167.63633412765,4183.05017180623
EMR,44567,22,2,2021,Rheumatic heart disease,3,moderate and severe,1,34853.4953717501,27503.1657236646,43069.754416866
EMR,44567,22,2,2021,Motor neuron disease,3,moderate and severe,1,3168.85622781207,2508.22215449628,3851.33541254296
EMR,44567,22,2,2021,Acute lymphoid leukemia,3,moderate and severe,1,3088.99255093622,1855.15456584836,3870.42243837002
EMR,44567,22,2,2021,Acute myeloid leukemia,3,moderate and severe,1,2887.30482294622,1936.92041929285,4308.50459896544
EMR,44567,22,2,2021,Chronic lymphoid leukemia,3,moderate and severe,1,1528.29773942845,410.246641824958,2018.20178972738
EMR,44567,22,2,2021,Chronic myeloid leukemia,3,moderate and severe,1,810.18737557382,426.829052795161,1012.7120669975
EMR,44567,22,2,2021,Down syndrome,3,moderate and severe,1,29416.8452076741,23697.1970345345,35538.885536067
EMR,44567,22,2,2021,Other chromosomal abnormalities,3,moderate and severe,1,54596.5902390184,46922.3859567976,63836.422927097
EMR,44567,22,2,2021,Neonatal sepsis and other neonatal infections,3,moderate and severe,1,238664.917452018,157793.169941726,312457.485741915
EMR,44567,22,2,2021,Autism spectrum disorders,3,moderate and severe,1,536732.96748683,415660.759684481,691588.236733315
EMR,44567,22,2,2021,Migraine,3,moderate and severe,1,7472932.03582446,2115997.00086094,14713657.5912646
EMR,44567,22,2,2021,Tension-type headache,3,moderate and severe,1,741769.756799821,440873.706398117,1067680.33725087
EMR,44567,22,2,2021,Chronic kidney disease due to hypertension,3,moderate and severe,1,40544.5635011539,31848.3379377658,51039.7218175811
EMR,44567,22,2,2021,Chronic kidney disease due to glomerulonephritis,3,moderate and severe,1,37813.6649254178,28605.9196418879,49605.2129844219
EMR,44567,22,2,2021,Chronic kidney disease due to other and unspecified causes,3,moderate and severe,1,129476.958921055,104023.748178269,153436.747778472
EMR,44567,22,2,2021,Other leukemia,3,moderate and severe,1,1586.3538701295,877.784446206346,2566.61931804557
EMR,44567,22,2,2021,Drug-susceptible tuberculosis,3,moderate and severe,1,434658.203313718,372043.548401309,501060.981173513
EMR,44567,22,2,2021,Multidrug-resistant tuberculosis without extensive drug resistance,3,moderate and severe,1,23779.6521616006,11186.9328811813,49898.7997041499
EMR,44567,22,2,2021,Extensively drug-resistant tuberculosis,3,moderate and severe,1,507.662073052178,227.679076949249,1105.41185803976
EMR,44567,22,2,2021,Myocarditis,3,moderate and severe,1,2895.8463493988,2280.48086838918,3626.75488627772
EMR,44567,22,2,2021,Alcoholic cardiomyopathy,3,moderate and severe,1,247.337008222442,197.41727139769,320.093815953419
EMR,44567,22,2,2021,Other cardiomyopathy,3,moderate and severe,1,43392.3430522319,34833.6947259948,53109.8205737382
EMR,44567,22,2,2021,Congenital musculoskeletal and limb anomalies,3,moderate and severe,1,593991.790331984,460355.870746445,742752.050327102
EMR,44567,22,2,2021,Digestive congenital anomalies,3,moderate and severe,1,193.870536059897,74.8575705567575,385.571217005124
EMR,44567,22,2,2021,Urogenital congenital anomalies,3,moderate and severe,1,51830.4039081433,34025.0510274714,73845.8797422174
EMR,44567,22,2,2021,Neural tube defects,3,moderate and severe,1,55207.1382867906,48331.5624600068,62662.8732957552
EMR,44567,22,2,2021,Protein-energy malnutrition,3,moderate and severe,1,2405.40601100795,1493.86005357026,3987.55396350747
EMR,44567,22,2,2021,Non-melanoma skin cancer (squamous-cell carcinoma),3,moderate and severe,1,17.1511159188744,8.16688558588464,26.6360367620385
EMR,44567,22,2,2021,Syphilis,3,moderate and severe,1,17669.1096238506,14570.1857000744,21309.5164987358
EMR,44567,22,2,2021,"Inguinal, femoral, and abdominal hernia",3,moderate and severe,1,117994.026137912,86499.7060813235,155612.421253152
EMR,44567,22,2,2021,Pancreatitis,3,moderate and severe,1,15104.8242396227,5562.60209322806,29437.2106176586
EMR,44567,22,2,2021,Acne vulgaris,3,moderate and severe,1,197766.741115318,76158.5735447369,432981.667364609
EMR,44567,22,2,2021,Congenital heart anomalies,3,moderate and severe,1,66767.6880682004,52591.1975144742,79046.5377496957
EMR,44567,22,2,2021,Peptic ulcer disease,3,moderate and severe,1,23903.4420486535,19222.1684816731,29256.8539778218
EMR,44567,22,2,2021,Gastritis and duodenitis,3,moderate and severe,1,15451.0449018155,12181.2730143251,19063.4849191472
EMR,44567,22,2,2021,HIV/AIDS resulting in other diseases,3,moderate and severe,1,56602.8701981906,18750.7033966217,128382.339359609
EMR,44567,22,2,2021,HIV/AIDS - Drug-susceptible Tuberculosis,3,moderate and severe,1,6637.04777005028,5760.9046286276,7646.09507253219
EMR,44567,22,2,2021,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,3,moderate and severe,1,415.270483226974,194.096509502175,757.34128142529
